Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0812_15,R3,150006.7,0.014133961,-1.849736124
A0A140FW16,A0A140FW16_PSEPK,Pp_5467,DUF945 family protein,PP_0812_15,R1,5321.8,0.000501223,-3.299968745
A0A140FW16,A0A140FW16_PSEPK,Pp_5467,DUF945 family protein,PP_0812_15,R2,7084.6,0.00066744,-3.175587519
A0A140FW16,A0A140FW16_PSEPK,Pp_5467,DUF945 family protein,PP_0812_15,R3,1625.933333,0.000153199,-3.814744046
A0A140FW18,A0A140FW18_PSEPK,Pp_5469,SAM-dependent methyltransferase,PP_0812_15,R1,83701.08333,0.007883223,-2.103296215
A0A140FW18,A0A140FW18_PSEPK,Pp_5469,SAM-dependent methyltransferase,PP_0812_15,R2,69159.3,0.0065155,-2.186052264
A0A140FW18,A0A140FW18_PSEPK,Pp_5469,SAM-dependent methyltransferase,PP_0812_15,R3,33034.43333,0.003112577,-2.50687992
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0812_15,R1,479307.6667,0.045142653,-1.345412919
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0812_15,R2,339167.6667,0.031952996,-1.49548841
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0812_15,R3,374624.3333,0.035297927,-1.452250798
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0812_15,R1,605479,0.057025853,-1.243928209
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0812_15,R2,615188.6667,0.057956943,-1.236894527
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0812_15,R3,550227.6667,0.051843659,-1.285304357
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0812_15,R1,195206.2333,0.018385117,-1.735533613
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0812_15,R2,148110.9667,0.013953539,-1.855315637
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0812_15,R3,136170.15,0.01283025,-1.891764865
A0A140FW43,A0A140FW43_PSEPK,Pp_5489,Uncharacterized protein,PP_0812_15,R1,16052.3,0.001511854,-2.820490027
A0A140FW43,A0A140FW43_PSEPK,Pp_5489,Uncharacterized protein,PP_0812_15,R2,23094.5,0.002175734,-2.662394289
A0A140FW43,A0A140FW43_PSEPK,Pp_5489,Uncharacterized protein,PP_0812_15,R3,107262.85,0.010106541,-1.995397449
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,PP_0812_15,R1,189361.2333,0.017834617,-1.748736221
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,PP_0812_15,R2,177468.9667,0.016719357,-1.776780433
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,PP_0812_15,R3,125227.6333,0.011799223,-1.928146608
A0A140FW85,A0A140FW85_PSEPK,Pp_5531,DUF1993 domain-containing protein,PP_0812_15,R1,3991.35,0.000375917,-3.424907482
A0A140FW85,A0A140FW85_PSEPK,Pp_5531,DUF1993 domain-containing protein,PP_0812_15,R2,5313.45,0.00050058,-3.300526255
A0A140FW85,A0A140FW85_PSEPK,Pp_5531,DUF1993 domain-containing protein,PP_0812_15,R3,1219.45,0.000114899,-3.939682783
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0812_15,R1,6652.25,0.000626529,-3.203058732
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0812_15,R2,26385.5,0.002485779,-2.604537525
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0812_15,R3,19928.13333,0.001877672,-2.726380161
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0812_15,R1,84151.98333,0.00792569,-2.100962938
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0812_15,R2,89195.81667,0.008403141,-2.075558367
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0812_15,R3,66730.5,0.006287494,-2.201522402
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0812_15,R1,33917.06667,0.003194412,-2.495609009
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0812_15,R2,5313.45,0.00050058,-3.300526255
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0812_15,R3,30775.36667,0.002899723,-2.537643545
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0812_15,R1,106388.7167,0.010020013,-1.999131724
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0812_15,R2,120736.15,0.011374556,-1.94406553
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0812_15,R3,93500.18333,0.008809793,-2.055034319
A0A140FWJ4,A0A140FWJ4_PSEPK,Pp_5641,Uncharacterized protein,PP_0812_15,R1,3991.35,0.000375917,-3.424907482
A0A140FWJ4,A0A140FWJ4_PSEPK,Pp_5641,Uncharacterized protein,PP_0812_15,R2,5313.45,0.00050058,-3.300526255
A0A140FWJ4,A0A140FWJ4_PSEPK,Pp_5641,Uncharacterized protein,PP_0812_15,R3,1219.45,0.000114899,-3.939682783
A0A140FWJ5,A0A140FWJ5_PSEPK,Pp_5643,Uncharacterized protein,PP_0812_15,R1,27918.7,0.002629468,-2.580132102
A0A140FWJ5,A0A140FWJ5_PSEPK,Pp_5643,Uncharacterized protein,PP_0812_15,R2,34445.13333,0.003245077,-2.488774983
A0A140FWJ5,A0A140FWJ5_PSEPK,Pp_5643,Uncharacterized protein,PP_0812_15,R3,1219.45,0.000114899,-3.939682783
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0812_15,R1,71053.78333,0.006692061,-2.174440087
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0812_15,R2,103553.2,0.00975575,-2.010739329
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0812_15,R3,75546.48333,0.007118156,-2.147632528
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0812_15,R1,26470.96667,0.002493116,-2.603257493
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0812_15,R2,5313.45,0.00050058,-3.300526255
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0812_15,R3,1219.45,0.000114899,-3.939682783
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0812_15,R1,213486.1167,0.020106772,-1.696657657
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0812_15,R2,250003.9333,0.023552878,-1.627956012
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0812_15,R3,253900.3,0.023923044,-1.621183567
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0812_15,R1,278931.3333,0.026270601,-1.580529991
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0812_15,R2,349978.6667,0.032971501,-1.481861281
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0812_15,R3,292385.15,0.027549171,-1.55989147
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0812_15,R1,191409.7833,0.018027555,-1.744063163
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0812_15,R2,276240.6667,0.026024642,-1.58461524
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0812_15,R3,114867.9667,0.010823112,-1.965647848
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0812_15,R1,128366.9,0.012089985,-1.917574241
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0812_15,R2,163471.1667,0.015400624,-1.812461691
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0812_15,R3,134618.85,0.012684084,-1.896740905
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0812_15,R1,730748.3333,0.0688241,-1.162259461
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0812_15,R2,779751.6667,0.073460429,-1.133946542
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0812_15,R3,667778.3333,0.062919541,-1.201214457
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0812_15,R1,190927.4667,0.017982129,-1.745158884
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0812_15,R2,123154.4833,0.011602388,-1.935452627
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0812_15,R3,181659.2667,0.017116335,-1.766589224
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0812_15,R1,161424.45,0.015203445,-1.818057979
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0812_15,R2,248372.8167,0.023399211,-1.630798791
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0812_15,R3,256117.4833,0.024131952,-1.617407555
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0812_15,R1,765440.3333,0.072091498,-1.142115951
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0812_15,R2,640878.4833,0.060377182,-1.219127162
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0812_15,R3,621738.15,0.058581533,-1.232239264
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0812_15,R1,88871.78333,0.008370215,-2.077263399
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0812_15,R2,79729.48333,0.007511317,-2.124283904
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0812_15,R3,153748.6667,0.014486537,-1.839035423
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0812_15,R1,109234.7667,0.010288062,-1.987666409
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0812_15,R2,99641.8,0.009387257,-2.027461289
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0812_15,R3,77431.61667,0.007295777,-2.136928454
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0812_15,R1,58506.01667,0.005510275,-2.258826764
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0812_15,R2,48686.11667,0.004586721,-2.338497718
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0812_15,R3,131973.5833,0.012434841,-1.905359772
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0812_15,R1,19026666.67,1.791989314,0.253335415
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0812_15,R2,20463333.33,1.927851267,0.285073525
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0812_15,R3,20510000,1.932497227,0.286118879
P00761,TRYP_PIG,Nan,Trypsin,PP_0812_15,R1,4414211.667,0.415743875,-0.38117414
P00761,TRYP_PIG,Nan,Trypsin,PP_0812_15,R2,4156374.333,0.391572155,-0.407188199
P00761,TRYP_PIG,Nan,Trypsin,PP_0812_15,R3,5121506,0.482559539,-0.316449095
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0812_15,R1,3991.35,0.000375917,-3.424907482
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0812_15,R2,5313.45,0.00050058,-3.300526255
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0812_15,R3,14761.16667,0.00139083,-2.856726097
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0812_15,R1,205680.6333,0.019371627,-1.712833893
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0812_15,R2,207269.6333,0.019526879,-1.709367174
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0812_15,R3,205119.4333,0.019326803,-1.713839973
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R1,231301.6667,0.021784694,-1.661848532
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R2,168223.0333,0.015848297,-1.800017394
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R3,183223.6667,0.017263736,-1.762865211
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R1,822912.45,0.077504396,-1.110673661
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R2,842892.15,0.079408896,-1.100130844
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R3,876869.15,0.082620536,-1.08291199
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R1,200327.95,0.018867495,-1.724285747
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R2,154780.3,0.014581857,-1.836187169
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R3,213256.15,0.020093463,-1.696945217
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R1,273211.9,0.025731927,-1.589527683
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R2,561297.4833,0.052879853,-1.276709758
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R3,536544.4833,0.050554399,-1.296241047
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R1,495697.7833,0.046686324,-1.330810317
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R2,430323.15,0.040540757,-1.392108143
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R3,419050.4833,0.039483857,-1.403580435
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R1,3170000,0.298560238,-0.524968032
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R2,3233333.333,0.304612434,-0.516252374
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R3,3113333.333,0.293345102,-0.532621159
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R1,3846666.667,0.362290762,-0.44094274
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R2,3813333.333,0.359254251,-0.444598084
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R3,3506666.667,0.330405832,-0.480952296
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R1,490969.1,0.046240963,-1.334973134
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R2,494489.7333,0.046585893,-1.331745574
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R3,473180,0.044584058,-1.350820401
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R1,1008000.333,0.094936536,-1.022566619
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R2,858006.6667,0.080832835,-1.092412191
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R3,1109921,0.104579193,-0.980554713
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R1,200454.2333,0.018879389,-1.724012062
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R2,245609.8167,0.023138908,-1.635657132
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R3,243508.9833,0.022943951,-1.639331794
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R1,232524,0.021899817,-1.659559509
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R2,184276.15,0.017360662,-1.760433723
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R3,305035.6667,0.02874113,-1.541496158
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R1,12876666.67,1.212763616,0.083776159
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R2,13246666.67,1.247968877,0.096203755
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R3,13360000,1.25880853,0.099959677
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R1,2573624,0.242391733,-0.615482196
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R2,2650151.667,0.249670871,-0.602632124
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R3,2566169.333,0.241790108,-0.61656147
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R1,447566.6667,0.042153189,-1.37516956
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R2,396523.3333,0.037356476,-1.427634105
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R3,485575.3333,0.045751974,-1.339590164
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R1,539928.6667,0.050852123,-1.293690908
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R2,510155,0.048061718,-1.318200706
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R3,622336,0.058637864,-1.231821857
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R1,275879,0.025983123,-1.585308651
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R2,270006.8167,0.025437351,-1.594528125
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R3,74655.81667,0.007034235,-2.15278313
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R1,12549799,1.181978225,0.072609476
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R2,12265954,1.155575906,0.062798478
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R3,12132126,1.143115546,0.058090131
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R1,327071.1167,0.030804552,-1.511385101
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R2,369616.8833,0.034821618,-1.458151053
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R3,327846.8833,0.030890453,-1.510175722
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R1,27314650.67,2.572576845,0.410368356
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R2,27436546.33,2.58479788,0.412426589
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R3,27250651,2.567616162,0.409530101
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R1,3991.35,0.000375917,-3.424907482
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R2,5313.45,0.00050058,-3.300526255
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R3,1219.45,0.000114899,-3.939682783
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R1,6652.25,0.000626529,-3.203058732
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R2,8855.75,0.0008343,-3.078677506
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R3,2032.416667,0.000191499,-3.717834033
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0812_15,R1,61939.25,0.005833627,-2.234061352
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0812_15,R2,51733.95,0.004873857,-2.312127214
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0812_15,R3,70960.95,0.006686096,-2.17482736
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R1,399637.1167,0.037639039,-1.424361477
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R2,419927.4833,0.039561381,-1.402728554
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R3,425488.8167,0.04009049,-1.396958631
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R1,3991.35,0.000375917,-3.424907482
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R2,5313.45,0.00050058,-3.300526255
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R3,1219.45,0.000114899,-3.939682783
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R1,723985.3333,0.06818714,-1.166297526
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R2,692398.6667,0.0652309,-1.18554663
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R3,660137.3333,0.062199589,-1.206212487
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R1,275719,0.025968054,-1.5855606
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R2,248139.3333,0.023377214,-1.631207242
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R3,296035.6667,0.02789313,-1.554502743
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R1,3706660.45,0.349104551,-0.45704449
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R2,3861781.867,0.363818589,-0.439115114
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R3,3827375.483,0.360623721,-0.44294571
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R1,61201.65,0.005764157,-2.239264163
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R2,33574.73333,0.003163077,-2.499890281
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R3,90046.73333,0.008484401,-2.071378819
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R1,423051.2667,0.039844255,-1.399634295
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R2,476864.6667,0.044925435,-1.347507709
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R3,427416.6333,0.040272134,-1.394995362
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0812_15,R1,569958,0.053680377,-1.27018444
