Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,Control_P4,R2,2510000,0.044575407,-1.350904684
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,Control_P4,R3,1966666.667,0.034153332,-1.46656692
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P1,R1,2050982,0.042133908,-1.375368258
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P1,R2,966102.5333,0.019387069,-1.712487833
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P1,R3,578557.2,0.011529907,-1.938174209
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P2,R1,2267163.633,0.042439481,-1.372229937
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P2,R2,809226,0.015115471,-1.820578325
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P3,R1,2123333.333,0.039998403,-1.397957353
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P3,R2,898210.9,0.016488511,-1.782818554
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P3,R3,2291848,0.041519986,-1.381742801
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P4,R1,1886666.667,0.033291417,-1.477667725
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,Control_P4,R2,1655299.667,0.029396676,-1.531701777
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P1,R1,747375.1333,0.01535354,-1.813791463
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P1,R2,1006102.533,0.020189761,-1.694868812
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P1,R3,604853.5333,0.012053959,-1.91887029
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P2,R1,1193333.333,0.022338241,-1.650951032
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P2,R2,691543,0.012917279,-1.888828964
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P2,R3,777077.5333,0.015176682,-1.818823174
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P3,R1,1351433.667,0.025457702,-1.594180797
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P3,R2,734076.5667,0.013475488,-1.870455514
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P3,R3,1358697.333,0.024614675,-1.608805889
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P4,R1,1154515,0.020372141,-1.690963321
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P4,R2,1236666.667,0.021962119,-1.65832575
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,Control_P4,R3,738551.5333,0.012825761,-1.891916873
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P1,R1,1966666.667,0.040401794,-1.39359935
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P1,R2,1676102.533,0.033634853,-1.473210472
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P1,R3,2000000,0.039857448,-1.399490516
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P2,R1,1946666.667,0.036440035,-1.438421211
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P2,R2,2050000,0.038291793,-1.416894292
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P2,R3,1525800.2,0.02979958,-1.525789859
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P3,R1,1754689.667,0.033054058,-1.480775212
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P3,R2,1537185.667,0.028218209,-1.549470548
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P3,R3,1125356.2,0.020387379,-1.690638604
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P4,R1,876447.7333,0.01546547,-1.810636879
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P4,R2,1597848.267,0.028376389,-1.547042869
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,Control_P4,R3,1223705.2,0.021250988,-1.672620871
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,Control_P1,R1,1450732.6,0.029802813,-1.525742737
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,Control_P1,R2,1381786.4,0.027728722,-1.55707014
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,Control_P1,R3,1528819.067,0.030467413,-1.516164422
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,Control_P2,R1,1618569.633,0.030298323,-1.518581415
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,Control_P2,R2,1592158.667,0.02973981,-1.526661808
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,Control_P2,R3,1694933.733,0.033102836,-1.480134804
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,Control_P3,R1,698956.5667,0.013166631,-1.880525341
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,Control_P3,R3,1209696.2,0.021915314,-1.659252296
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",Control_P1,R1,1060548.8,0.021787156,-1.66179945
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",Control_P2,R2,1270168,0.023725371,-1.624786986
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",Control_P2,R3,569815.0667,0.01112875,-1.953553598
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",Control_P3,R1,638148.9333,0.012021164,-1.920053483
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",Control_P3,R2,663633.4667,0.012182359,-1.914268595
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",Control_P4,R1,751953.8,0.013268696,-1.877171743
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",Control_P4,R2,965696.5333,0.017149927,-1.765737733
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P1,R1,622132.1333,0.012780638,-1.893447474
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P1,R2,1566666.667,0.03143877,-1.502534451
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P2,R2,820168,0.015319855,-1.814745333
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P3,R1,948037.3,0.017858702,-1.748150106
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P3,R2,1191707.233,0.021876241,-1.660027299
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P3,R3,1591782,0.028837325,-1.540045023
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P4,R1,753625.4667,0.013298194,-1.876207335
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P4,R2,619029.8667,0.01099343,-1.958866802
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,Control_P4,R3,630524.2,0.010949747,-1.960595917
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P1,R2,539045.3333,0.010817184,-1.965885764
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P1,R3,684080.3333,0.013632848,-1.865413407
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P2,R1,745059,0.013946906,-1.855522138
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P2,R2,649780.6667,0.012137203,-1.915881368
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P3,R1,690024,0.012998363,-1.886111335
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P3,R2,792285.3333,0.014544029,-1.837315258
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P3,R3,930144.6667,0.016850853,-1.773378112
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P4,R1,752980.7333,0.013286817,-1.876579037
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P4,R2,976611.6667,0.01734377,-1.760856497
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,Control_P4,R3,1119838.333,0.019447226,-1.711142347
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P1,R1,742844.6667,0.01526047,-1.816432098
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P1,R3,652663.6667,0.013006754,-1.885831075
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P2,R1,995358.3333,0.018632308,-1.729733347
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P2,R2,561926.6667,0.010496185,-1.978968511
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P2,R3,544201.3333,0.010628502,-1.973527925
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P3,R1,1005991.667,0.018950421,-1.722381148
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P3,R2,753133.6667,0.01382532,-1.859324813
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P3,R3,760960.3333,0.013785845,-1.860566593
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P4,R1,929345.6667,0.016398887,-1.785185623
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P4,R2,869225.3333,0.015436682,-1.81144603
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,Control_P4,R3,749132,0.013009502,-1.885739328
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P1,R1,695661.1333,0.014291165,-1.844932367
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P2,R1,1327714.667,0.024853751,-1.604608051
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P2,R2,691033,0.012907753,-1.889149366
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P2,R3,641895.5333,0.012536515,-1.901823173
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P3,R1,673471.9667,0.012686563,-1.896656008
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P3,R2,673299.5667,0.0123598,-1.90798854
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P3,R3,978689.5333,0.01773031,-1.751283668
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P4,R1,1366604.667,0.024114596,-1.617720002
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P4,R2,578195.2667,0.010268243,-1.988503873
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,Control_P4,R3,851017.8667,0.014778862,-1.830358999
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P1,R1,848941,0.017440037,-1.758452599
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P1,R3,673061.8667,0.013413264,-1.872465526
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P2,R1,883830.3,0.016544593,-1.781343917
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P2,R2,1692772.667,0.031619171,-1.500049515
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P2,R3,1244504.533,0.024305746,-1.614291044
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P3,R1,686788.9667,0.012937423,-1.888152221
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P3,R2,1852756.333,0.034011159,-1.468378568
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P4,R1,701869.7333,0.012384932,-1.907106386
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P4,R2,659933.6,0.011719844,-1.931078164
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,Control_P4,R3,1110371.867,0.01928283,-1.714829227
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P1,R1,1308687.467,0.02688474,-1.570494164
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P1,R2,1249435.867,0.025072805,-1.600797085
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P1,R3,1260233.533,0.025114846,-1.60006948
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P2,R1,1223830.3,0.02290912,-1.639991602
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P2,R2,1113501.333,0.020799006,-1.681957412
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P2,R3,1059133.533,0.020685365,-1.684336808
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P3,R1,2102887.667,0.039613256,-1.402159457
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P3,R2,1983813,0.036416974,-1.438696143
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P3,R3,1754326.333,0.03178204,-1.49781823
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P4,R1,1754994,0.03096797,-1.509087265
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P4,R2,1699337.333,0.030178746,-1.520298806
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,Control_P4,R3,1596669.667,0.027727927,-1.557082602
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P1,R1,648811.8,0.013328726,-1.875211367
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P1,R2,875028.5333,0.01755946,-1.755488839
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P1,R3,792623.7333,0.015795979,-1.80145344
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P2,R1,770870.2667,0.014430072,-1.840731509
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P2,R2,600930.3333,0.011224732,-1.949824027
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P2,R3,552579.4,0.01079213,-1.966892836
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P3,R1,1314096.633,0.024754364,-1.606348228
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P3,R2,1306987.233,0.023992443,-1.619925529
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P3,R3,1402257.867,0.025403834,-1.595100727
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P4,R1,1449007.4,0.025568644,-1.592292298
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P4,R2,1385356.6,0.024602723,-1.609016827
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,Control_P4,R3,1526185.2,0.026503886,-1.576690439
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P1,R1,490708.2667,0.01008076,-1.996506733
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P1,R2,1769435.867,0.035507801,-1.449676228
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P2,R1,1324327.267,0.024790342,-1.605717483
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P2,R3,5624933.733,0.109857543,-0.959170116
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P3,R1,7557429.967,0.142363482,-0.8466014
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P3,R2,6848153.133,0.125711957,-0.900623411
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P3,R3,8215356.2,0.148832503,-0.827302214
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P4,R1,1493479.4,0.026353381,-1.579163664
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P4,R2,6875696.533,0.122106363,-0.913261705
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,Control_P4,R3,5443749.2,0.094536699,-1.024399568
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P1,R1,735020.1333,0.015099728,-1.821030872
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P1,R2,510148.7333,0.010237308,-1.989814241
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P1,R3,861219.2,0.017163,-1.765406809
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P2,R1,1465392,0.02743096,-1.561758987
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P2,R2,1144236.667,0.021373109,-1.670132293
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P2,R3,1199150.867,0.023419968,-1.630413701
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P3,R1,1634567,0.030791241,-1.511572804
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P3,R2,1390743.233,0.025529957,-1.592949919
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P3,R3,1533488.667,0.027781261,-1.556248041
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P4,R1,1649081.333,0.029099074,-1.536120825
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P4,R2,1622264.667,0.028810003,-1.540456696
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,Control_P4,R3,1473705.2,0.025592513,-1.591887061
A0A140FWR3,A0A140FWR3_PSEPK,Pp_5710,Lipoprotein,Control_P3,R2,720871.5667,0.013233083,-1.878338979
A0A140FWR3,A0A140FWR3_PSEPK,Pp_5710,Lipoprotein,Control_P3,R3,645555.8667,0.011695134,-1.93199478
A0A140FWR3,A0A140FWR3_PSEPK,Pp_5710,Lipoprotein,Control_P4,R1,791019.0667,0.013958028,-1.855175949
A0A140FWR3,A0A140FWR3_PSEPK,Pp_5710,Lipoprotein,Control_P4,R2,679423.9333,0.012065975,-1.918437564
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,Control_P1,R1,4763333.333,0.097854515,-1.009419133
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,Control_P1,R2,4511028.667,0.090524166,-1.043235467
