Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
A0A140FWJ5,A0A140FWJ5_PSEPK,Pp_5643,Uncharacterized protein,PP_0812_15,R3,6234.8,0.00060731,-3.216589302
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0812_15,R1,70648.25333,0.00683262,-2.165412735
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0812_15,R2,70715.58333,0.006741817,-2.171223028
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0812_15,R3,66742.73333,0.00650118,-2.187007841
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0812_15,R1,31117.47333,0.003009471,-2.521509838
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0812_15,R2,11100.36667,0.001058277,-2.975400832
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0812_15,R3,29457.46667,0.00286935,-2.542216434
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0812_15,R1,251464.6667,0.024319957,-1.614037193
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0812_15,R2,236408.5833,0.022538504,-1.647074916
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0812_15,R3,215305.6,0.020972176,-1.678356503
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0812_15,R1,99165.22,0.009590588,-2.018154784
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0812_15,R2,226312.6667,0.021575989,-1.666029294
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0812_15,R3,102885.9333,0.010021764,-1.999055828
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0812_15,R1,191293.22,0.018500583,-1.732814586
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0812_15,R2,306895.6667,0.029258537,-1.5337474
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0812_15,R3,326096.6667,0.031763952,-1.49806547
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0812_15,R1,124332.44,0.01202459,-1.919929707
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0812_15,R2,65824.3,0.006275497,-2.202351907
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0812_15,R3,40430.46667,0.003938192,-2.404703075
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0812_15,R1,741940.3333,0.071755438,-1.144145183
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0812_15,R2,689587.6667,0.065743274,-1.182148671
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0812_15,R3,648822,0.063199514,-1.199286262
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0812_15,R1,223718.6667,0.021636552,-1.664811942
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0812_15,R2,141785.25,0.013517392,-1.869107103
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0812_15,R3,173030.3667,0.016854291,-1.773289501
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0812_15,R1,211034.22,0.020409799,-1.690161281
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0812_15,R2,251027.5833,0.023932237,-1.621016711
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0812_15,R3,282195.9333,0.027487733,-1.560861078
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0812_15,R1,714427.3333,0.069094567,-1.160556102
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0812_15,R2,794258.3333,0.07572227,-1.120776376
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0812_15,R3,742906,0.072363912,-1.140477963
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0812_15,R1,112367.1333,0.010867387,-1.963874863
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0812_15,R2,139811.4,0.013329211,-1.875195572
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0812_15,R3,126884.6667,0.012359398,-1.908002686
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0812_15,R1,98921.58667,0.009567025,-2.01922309
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0812_15,R2,88606.15,0.008447452,-2.07327429
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0812_15,R3,105305.5333,0.010257449,-1.988960637
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0812_15,R1,253410.5,0.024508145,-1.610689558
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0812_15,R2,173189.4167,0.016511373,-1.782216807
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0812_15,R3,188336.5,0.018345209,-1.736477334
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0812_15,R1,25920000,2.506806621,0.399120833
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0812_15,R2,26090000,2.487344403,0.395735923
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0812_15,R3,24333333.33,2.370226101,0.374789776
P00761,TRYP_PIG,Nan,Trypsin,PP_0812_15,R1,4038615.333,0.390587487,-0.408281674
P00761,TRYP_PIG,Nan,Trypsin,PP_0812_15,R2,4157512.333,0.396365084,-0.40190461
P00761,TRYP_PIG,Nan,Trypsin,PP_0812_15,R3,6490721,0.632238753,-0.199118888
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0812_15,R1,27274.24,0.00263778,-2.578761506
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0812_15,R2,108952.6333,0.010387226,-1.983500425
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0812_15,R3,45925.86667,0.00447348,-2.349354469
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0812_15,R1,175886.44,0.017010544,-1.769281805
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0812_15,R2,206719.6667,0.019708049,-1.70535636
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0812_15,R3,236283.2333,0.023015535,-1.637978924
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R1,162548.5533,0.015720594,-1.803531055
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R2,184712.6667,0.017609966,-1.754241478
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R3,197414.6667,0.019229482,-1.716032414
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R1,1037296.667,0.100320299,-0.998611182
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R2,1086003.667,0.103536418,-0.984906865
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R3,1023285.667,0.099674729,-1.001414938
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R1,164632.2533,0.015922115,-1.797999242
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R2,143797.35,0.013709219,-1.862987274
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R3,226617.9333,0.022074072,-1.656117555
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R1,377890.44,0.036547001,-1.437148259
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R2,565116.9167,0.053876596,-1.268599848
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R3,655950.2667,0.063893854,-1.194540916
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R1,572308.8,0.055349826,-1.25688374
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R2,351068.2,0.033469817,-1.475346664
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R3,511511.1667,0.049824539,-1.30255671
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R1,2283333.333,0.220828515,-0.655944847
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R2,2393333.333,0.22817341,-0.641734967
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R3,2250000,0.219164742,-0.659229311
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R1,5066666.667,0.49001364,-0.309791831
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R2,5013333.333,0.477956558,-0.320611575
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R3,4916666.667,0.478915548,-0.319741064
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R1,453890.5333,0.043897214,-1.357563039
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R2,432996.9167,0.041280661,-1.384253353
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R3,445144.6667,0.043360007,-1.362910655
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R1,1016043.667,0.098264853,-1.007601791
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R2,1023532,0.097580552,-1.010636731
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R3,885919.3333,0.086294348,-1.06401765
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R1,69651.32667,0.006736204,-2.171584771
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R2,108407.1667,0.010335223,-1.985680163
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R3,88910.2,0.008660436,-2.062460242
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R1,254202,0.024584694,-1.609335201
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R2,216911.5,0.020679709,-1.684455579
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R3,88221.93333,0.008593394,-2.065835258
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R1,11113333.33,1.074806234,0.031330177
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R2,9443333.333,0.90029982,-0.045612837
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R3,5926666.667,0.577296165,-0.238601327
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R1,2165896.667,0.209470837,-0.678876431
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R2,2299225,0.219201397,-0.659156683
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R3,2468366,0.240435021,-0.619002274
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R1,317657.3333,0.030721663,-1.512555278
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R2,328756.3333,0.031342669,-1.503864028
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R3,343685.6667,0.033477236,-1.475250409
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R1,633411,0.061259216,-1.212828563
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R2,637969.3333,0.060822133,-1.215938353
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R3,606357,0.059063145,-1.228683434
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R1,98883.22,0.009563314,-2.019391564
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R2,92722.58333,0.0088399,-2.053552633
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R3,91897.26667,0.008951396,-2.048109235
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R1,14140091.33,1.367533741,0.135938051
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R2,13640537.33,1.300448992,0.114093322
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R3,11200546.67,1.091006632,0.037827391
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R1,319115.5467,0.030862692,-1.510566201
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R2,307483.6667,0.029314595,-1.532916105
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R3,313175.0667,0.030505303,-1.515624651
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R1,26371564.33,2.550478861,0.406621728
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R2,30223067.67,2.881379003,0.459600387
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R3,31890855.33,3.106378261,0.492254338
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R1,5775.66,0.000558583,-3.252912545
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R2,4750.75,0.000452923,-3.343975979
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R3,6234.8,0.00060731,-3.216589302
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R1,106210.2133,0.010271932,-1.988347883
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R2,7917.916667,0.000754871,-3.12212723
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R3,10391.33333,0.001012184,-2.994740553
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0812_15,R1,64167.15333,0.006205812,-2.207201391
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0812_15,R2,86650.91667,0.008261045,-2.082964995
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0812_15,R3,127408.6667,0.012410439,-1.906212858
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R1,625232.3333,0.060468231,-1.218472735
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R2,677718,0.064611655,-1.189689136
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R3,651512,0.063461538,-1.19748941
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R1,5775.66,0.000558583,-3.252912545
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R2,17242.23333,0.001643824,-2.784144638
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R3,6234.8,0.00060731,-3.216589302
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R1,659590.3333,0.063791104,-1.195239882
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R2,705417,0.067252397,-1.172292235
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R3,664357.3333,0.064712757,-1.189010096
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R1,233685.6667,0.022600493,-1.645882089
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R2,283872.3333,0.027063559,-1.567615089
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R3,320033.3333,0.031173344,-1.506216614
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R1,3290596.887,0.318244215,-0.497239482
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R2,3171432.917,0.302355152,-0.519482627
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R3,3480846.667,0.339057272,-0.469726936
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R1,23496.07333,0.002272381,-2.643518875
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R2,56708.38333,0.005406412,-2.26709089
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R3,112530.7667,0.010961234,-1.960140552
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R1,503420.3333,0.048687401,-1.312583411
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R2,443508.1,0.042282767,-1.3738366
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R3,436473,0.04251533,-1.371454446
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0812_15,R1,577218.6667,0.055824675,-1.253173797
