Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
A0A140FW16,A0A140FW16_PSEPK,Pp_5467,DUF945 family protein,PP_0815,R3,23011.70633,0.002433812,-2.613713021
A0A140FW18,A0A140FW18_PSEPK,Pp_5469,SAM-dependent methyltransferase,PP_0815,R1,72085.69333,0.007342662,-2.134146449
A0A140FW18,A0A140FW18_PSEPK,Pp_5469,SAM-dependent methyltransferase,PP_0815,R2,28684.48,0.002910768,-2.535992442
A0A140FW18,A0A140FW18_PSEPK,Pp_5469,SAM-dependent methyltransferase,PP_0815,R3,94740.9,0.010020183,-1.999124339
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0815,R1,303926.3333,0.030957993,-1.509227199
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0815,R2,330498,0.033537402,-1.474470588
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0815,R3,251079,0.026555137,-1.575851454
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0815,R1,327820.6667,0.033391875,-1.4763592
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0815,R2,307145.8333,0.031167732,-1.506294795
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0815,R3,326476,0.034529431,-1.461810584
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0815,R1,116979.6533,0.011915569,-1.923885199
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0815,R2,159412.6133,0.016176451,-1.791116742
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0815,R3,326595.6243,0.034542083,-1.461651483
A0A140FW43,A0A140FW43_PSEPK,Pp_5489,Uncharacterized protein,PP_0815,R1,234356.3667,0.023871583,-1.622118773
A0A140FW43,A0A140FW43_PSEPK,Pp_5489,Uncharacterized protein,PP_0815,R2,172440.2067,0.017498431,-1.757000889
A0A140FW43,A0A140FW43_PSEPK,Pp_5489,Uncharacterized protein,PP_0815,R3,292280.5667,0.030912782,-1.509861904
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,PP_0815,R1,284566.0667,0.028985953,-1.537812418
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,PP_0815,R2,159440.94,0.016179326,-1.791039577
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,PP_0815,R3,212307.9577,0.022454554,-1.648695572
A0A140FW85,A0A140FW85_PSEPK,Pp_5531,DUF1993 domain-containing protein,PP_0815,R1,463835.6533,0.047246387,-1.325631401
A0A140FW85,A0A140FW85_PSEPK,Pp_5531,DUF1993 domain-containing protein,PP_0815,R2,407260.9467,0.041326949,-1.383766657
A0A140FW85,A0A140FW85_PSEPK,Pp_5531,DUF1993 domain-containing protein,PP_0815,R3,377107.2487,0.039884397,-1.399196964
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0815,R1,9589.133333,0.000976751,-3.010216172
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0815,R2,9819.033333,0.00099639,-3.001570689
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0815,R3,30780.79733,0.003255502,-2.487381979
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0815,R1,105319.5267,0.010727867,-1.969486631
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0815,R2,142557.8067,0.014466104,-1.839648419
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0815,R3,143937.5,0.015223416,-1.817487889
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0815,R1,62360.82667,0.006352085,-2.197083666
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0815,R2,82802.74,0.008402437,-2.075594715
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0815,R3,80109.85767,0.008472745,-2.071975884
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0815,R1,120897.7,0.012314662,-1.909577491
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0815,R2,110335.14,0.011196297,-1.950925573
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0815,R3,119075.7333,0.012593934,-1.89983858
A0A140FWJ4,A0A140FWJ4_PSEPK,Pp_5641,Uncharacterized protein,PP_0815,R1,80109.2,0.008159938,-2.088313135
A0A140FWJ4,A0A140FWJ4_PSEPK,Pp_5641,Uncharacterized protein,PP_0815,R2,104779.1,0.010632496,-1.97336476
A0A140FWJ4,A0A140FWJ4_PSEPK,Pp_5641,Uncharacterized protein,PP_0815,R3,107713.7,0.011392239,-1.9433909
A0A140FWJ5,A0A140FWJ5_PSEPK,Pp_5643,Uncharacterized protein,PP_0815,R1,45041.65333,0.004587951,-2.338381206
A0A140FWJ5,A0A140FWJ5_PSEPK,Pp_5643,Uncharacterized protein,PP_0815,R2,44956.50667,0.004561977,-2.340846866
A0A140FWJ5,A0A140FWJ5_PSEPK,Pp_5643,Uncharacterized protein,PP_0815,R3,44244.42433,0.00467947,-2.329803296
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0815,R1,81528.19333,0.008304477,-2.080687711
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0815,R2,106598.14,0.010817084,-1.965889797
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,PP_0815,R3,98113.791,0.010376914,-1.983931788
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0815,R1,61553.39333,0.00626984,-2.20274353
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0815,R2,48798.40667,0.004951836,-2.305233782
A0A140FWK1,A0A140FWK1_PSEPK,Pp_5651,Uncharacterized protein,PP_0815,R3,42024.24867,0.004444656,-2.352161887
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0815,R1,166980.4933,0.017008664,-1.76932979
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0815,R2,177404.14,0.018002148,-1.744675673
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,PP_0815,R3,211164.9667,0.022333666,-1.651039976
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0815,R1,90240.16,0.00919188,-2.036595673
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0815,R2,242036.3333,0.024560723,-1.609758858
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,PP_0815,R3,105065.9577,0.011112203,-1.954199821
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0815,R1,138011.16,0.014057843,-1.852081323
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0815,R2,251554.6667,0.025526599,-1.593007045
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,PP_0815,R3,188749.6243,0.019962929,-1.699775749
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0815,R1,7671.306667,0.000781401,-3.107126185
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0815,R2,38842.28667,0.003941535,-2.404334634
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,PP_0815,R3,881.164,9.32E-05,-4.030605099
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0815,R1,715651.6667,0.072896413,-1.137293842
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0815,R2,704507.6667,0.071490165,-1.1457537
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,PP_0815,R3,652899.6667,0.069053326,-1.160815398
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0815,R1,129632.8267,0.013204424,-1.879280538
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0815,R2,88797.47333,0.009010755,-2.045238815
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,PP_0815,R3,101223.9577,0.010705858,-1.970378531
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0815,R1,212270.8267,0.021621946,-1.665105218
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0815,R2,208783.14,0.021186343,-1.673943999
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,PP_0815,R3,251874.9577,0.026639321,-1.574476854
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0815,R1,922426.6667,0.093958553,-1.02706368
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0815,R2,854566,0.086717388,-1.061893814
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,PP_0815,R3,794224,0.084000363,-1.075718838
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0815,R1,106299.4667,0.010827684,-1.965464444
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0815,R2,131951.6667,0.013389842,-1.873224543
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,PP_0815,R3,150912,0.015961067,-1.79693807
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0815,R1,94551.49333,0.009631033,-2.016327137
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0815,R2,99042.77333,0.010050401,-1.997816631
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,PP_0815,R3,115385.5667,0.012203647,-1.913510357
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0815,R1,541654.3333,0.055173012,-1.258273307
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0815,R2,479969.6667,0.048705092,-1.312425632
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,PP_0815,R3,510334,0.053975001,-1.267807341
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0815,R1,41346666.67,4.211579213,0.624444973
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0815,R2,42353333.33,4.297819507,0.633248173
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,PP_0815,R3,37086666.67,3.922436814,0.593555956
P00761,TRYP_PIG,Nan,Trypsin,PP_0815,R1,3786545,0.385698183,-0.413752407
P00761,TRYP_PIG,Nan,Trypsin,PP_0815,R2,5234778.667,0.53120102,-0.2747411
P00761,TRYP_PIG,Nan,Trypsin,PP_0815,R3,4674410.333,0.494384662,-0.305935011
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0815,R1,5753.48,0.000586051,-3.232064922
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0815,R2,22904.84667,0.002324277,-2.633712035
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",PP_0815,R3,168559.6667,0.017827556,-1.748908181
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0815,R1,279029,0.028421946,-1.546346187
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0815,R2,288975,0.029323841,-1.532779151
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0815,R3,244245.6667,0.025832416,-1.587834977
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0815,R1,200380.6667,0.020410812,-1.690139712
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0815,R2,183335.6667,0.018604052,-1.730392461
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0815,R3,170865.7333,0.018071455,-1.74300687
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0815,R1,1121695.667,0.114256131,-0.942120487
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0815,R2,1218762.667,0.123674373,-0.907720281
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0815,R3,1119481.333,0.118400902,-0.926644988
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0815,R1,148360.66,0.015112045,-1.820676773
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0815,R2,263382.3667,0.026726819,-1.573052728
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0815,R3,214000.3667,0.02263355,-1.645247327
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0815,R1,634112.8267,0.064590851,-1.189828991
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0815,R2,591785.14,0.060051607,-1.221475368
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0815,R3,567324.9433,0.060002595,-1.221829966
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0815,R1,381035.8267,0.038812381,-1.411029718
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0815,R2,489048.8067,0.049626401,-1.30428722
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0815,R3,458857.6243,0.04853065,-1.313983892
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0815,R1,1673333.333,0.170446047,-0.768413067
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0815,R2,1783333.333,0.180964382,-0.742406896
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0815,R3,1590000,0.168164871,-0.77426472
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0815,R1,5960000,0.607086717,-0.21674927
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0815,R2,5026666.667,0.510082781,-0.292359337
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0815,R3,4953333.333,0.523884694,-0.28076429
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0815,R1,294546.16,0.030002527,-1.522842164
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0815,R2,278016.4733,0.02821182,-1.549568894
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0815,R3,324264,0.03429548,-1.464763109
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0815,R1,939295,0.095676765,-1.019193519
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0815,R2,819861,0.083195685,-1.079899196
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0815,R3,969601.3333,0.102548983,-0.989068641
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0815,R1,94918.32,0.009668398,-2.014645487
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0815,R2,45535.08667,0.004620689,-2.335293256
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0815,R3,117478.9153,0.012425048,-1.905701916
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0815,R1,104732.16,0.010668037,-1.971915469
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0815,R2,200980.28,0.020394545,-1.690485977
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0815,R3,37747.24867,0.003992303,-2.398776542
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0815,R1,7443333.333,0.758179328,-0.120228061
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0815,R2,6800000,0.690032409,-0.161130511
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0815,R3,6256666.667,0.661730532,-0.179318827
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0815,R1,1416437.667,0.144278606,-0.840798062
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0815,R2,1677106.667,0.170184993,-0.769078738
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0815,R3,1623004,0.171655509,-0.765342254
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0815,R1,384065.3333,0.039120967,-1.407590421
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0815,R2,267515,0.027146179,-1.566291285
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0815,R3,283591.6667,0.029993809,-1.52296838
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0815,R1,560978,0.057141324,-1.2430497
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0815,R2,601991.6667,0.061087318,-1.214048944
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0815,R3,618264,0.065390117,-1.184487885
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0815,R1,113243.16,0.011534969,-1.93798355
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0815,R2,182530.3333,0.01852233,-1.732304377
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0815,R3,108502.6243,0.011475679,-1.940221602
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0815,R1,18982691.33,1.933580495,0.286362257
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0815,R2,18267444.33,1.853695386,0.268038369
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0815,R3,15833803.67,1.674647521,0.223923411
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0815,R1,235765.64,0.024015132,-1.619515017
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0815,R2,238124.8933,0.024163808,-1.616834625
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0815,R3,370471.291,0.039182552,-1.406907286
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0815,R1,47481362.67,4.836460496,0.684527645
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0815,R2,51275643,5.203214042,0.716271692
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0815,R3,47684854,5.043344242,0.702718613
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0815,R1,5753.48,0.000586051,-3.232064922
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0815,R2,5891.42,0.000597834,-3.223419439
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0815,R3,660.873,6.99E-05,-4.155543835
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0815,R1,9589.133333,0.000976751,-3.010216172
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0815,R2,9819.033333,0.00099639,-3.001570689
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0815,R3,240228.682,0.025407563,-1.595036986
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0815,R1,70777.46,0.007209405,-2.142100556
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0815,R2,77400.47333,0.00785424,-2.104895807
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0815,R3,147468.7667,0.015596897,-1.806961796
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0815,R1,518095.6667,0.052773322,-1.27758557
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0815,R2,586150,0.059479779,-1.225630654
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0815,R3,538355.6667,0.056938686,-1.244592556
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0815,R1,5753.48,0.000586051,-3.232064922
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0815,R2,5891.42,0.000597834,-3.223419439
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0815,R3,660.873,6.99E-05,-4.155543835
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0815,R1,580132.8267,0.059092438,-1.228468089
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0815,R2,742336.6667,0.075328876,-1.123038511
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0815,R3,653611,0.06912856,-1.160342492
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0815,R1,200489.16,0.020421863,-1.689904633
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0815,R2,303272.6667,0.030774701,-1.511806154
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0815,R3,376917.3333,0.039864311,-1.399415735
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0815,R1,2114236.86,0.215356563,-0.666841889
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0815,R2,2141818.767,0.217341818,-0.662856704
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0815,R3,2000466.858,0.211577517,-0.674530484
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0815,R1,123914.1,0.012621913,-1.898874802
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0815,R2,61318.30667,0.006222297,-2.20604927
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0815,R3,37122.24867,0.0039262,-2.406027569
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0815,R1,485565,0.049459742,-1.305748155
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0815,R2,496672.5333,0.050400021,-1.29756928
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0815,R3,471052.3333,0.049820412,-1.302592685
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R1,403713.3333,0.041122316,-1.385922436
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R2,453662,0.046035512,-1.33690702
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R3,458262.3333,0.04846769,-1.314547682
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R1,2521757.633,0.256866705,-0.590292185
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R2,2548679.667,0.258628172,-0.587324169
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R3,2418733.8,0.255815131,-0.592073771
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0815,R1,863192.4333,0.087924943,-1.055887905
